,cityid,cityname,stateabbrev,statename,statefips,city_pop2019,year,month,day,case_count,new_case_count,case_rate,new_case_rate,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home,concat
546,7,Dallas,TX,Texas,48,2635516,2020,7,17,39191,1195,1487.0,41.6,-0.204,-0.0786,.0271,-0.33299999999999996,-0.353,0.113,-0.134,717
747,9,Seattle,WA,Washington,53,2252782,2020,7,17,12809,215,569.0,7.45,-0.27899999999999997,-0.106,.809,-0.491,-0.456,0.147,-0.16899999999999998,717
948,13,Detroit,MI,Michigan,26,1749343,2020,7,17,24939,155,1426.0,9.02,-0.0757,-0.0343,.,-0.299,-0.327,0.0657,-0.0697,717
1149,21,San Francisco,CA,California,6,881549,2020,7,17,4978,115,565.0,10.7,-0.584,-0.276,-.19,-0.6659999999999999,-0.534,0.226,-0.265,717
1350,25,Boston,MA,Massachusetts,25,803907,2020,7,17,20499,54,2550.0,4.82,-0.373,-0.153,.441,-0.609,-0.439,0.134,-0.153,717
1551,28,Denver,CO,Colorado,8,727211,2020,7,17,8254,90,1135.0,9.72,-0.27,-0.0429,.361,-0.47700000000000004,-0.373,0.0957,-0.109,717
1752,38,Miami,FL,Florida,12,2716940,2020,7,17,77866,2442,2866.0,103.0,-0.317,-0.156,-.49,-0.546,-0.33899999999999997,0.15,-0.184,717
1953,48,Honolulu,HI,Hawaii,15,974563,2020,7,17,1025,23,105.0,2.32,-0.299,-0.16,-.246,-0.5489999999999999,-0.307,0.121,-0.145,717
143,1,Los Angeles,CA,California,6,10039107,2020,7,16,147468,4459,1469.0,32.3,-0.317,-0.10099999999999999,-.0829,-0.40299999999999997,-0.354,0.136,-0.16399999999999998,716
344,2,New York City,NY,New York,36,8336817,2020,7,16,225045,383,2699.0,3.98,-0.32899999999999996,-0.0875,.57,-0.452,-0.42100000000000004,0.134,-0.153,716
545,7,Dallas,TX,Texas,48,2635516,2020,7,16,37996,1027,1442.0,41.4,-0.204,-0.0786,.0357,-0.33299999999999996,-0.353,0.113,-0.134,716
746,9,Seattle,WA,Washington,53,2252782,2020,7,16,12594,239,559.0,7.01,-0.27699999999999997,-0.10400000000000001,.867,-0.49,-0.45399999999999996,0.147,-0.16899999999999998,716
947,13,Detroit,MI,Michigan,26,1749343,2020,7,16,24784,235,1417.0,8.65,-0.0829,-0.0443,.,-0.31,-0.32899999999999996,0.07,-0.0738,716
1148,21,San Francisco,CA,California,6,881549,2020,7,16,4863,164,552.0,11.6,-0.586,-0.27399999999999997,-.193,-0.664,-0.534,0.226,-0.265,716
1349,25,Boston,MA,Massachusetts,25,803907,2020,7,16,20445,34,2543.0,4.85,-0.374,-0.15,.441,-0.609,-0.439,0.136,-0.154,716
1550,28,Denver,CO,Colorado,8,727211,2020,7,16,8164,66,1123.0,10.1,-0.27,-0.04,.354,-0.479,-0.374,0.0957,-0.109,716
1751,38,Miami,FL,Florida,12,2716940,2020,7,16,75424,3108,2776.0,102.0,-0.319,-0.156,-.486,-0.5429999999999999,-0.33899999999999997,0.149,-0.182,716
1952,48,Honolulu,HI,Hawaii,15,974563,2020,7,16,1002,16,103.0,2.35,-0.3,-0.159,-.25,-0.546,-0.306,0.121,-0.145,716
142,1,Los Angeles,CA,California,6,10039107,2020,7,15,143009,2702,1425.0,28.5,-0.313,-0.0986,-.0829,-0.4,-0.353,0.136,-0.16399999999999998,715
343,2,New York City,NY,New York,36,8336817,2020,7,15,224662,369,2695.0,3.8,-0.33399999999999996,-0.0852,.575,-0.451,-0.42100000000000004,0.134,-0.153,715
544,7,Dallas,TX,Texas,48,2635516,2020,7,15,36969,1055,1403.0,42.3,-0.204,-0.0771,.05,-0.331,-0.353,0.113,-0.134,715
745,9,Seattle,WA,Washington,53,2252782,2020,7,15,12355,109,548.0,6.56,-0.28,-0.107,.839,-0.49,-0.45399999999999996,0.149,-0.17,715
946,13,Detroit,MI,Michigan,26,1749343,2020,7,15,24549,255,1403.0,7.58,-0.0757,-0.0357,.,-0.3,-0.32899999999999996,0.0671,-0.0709,715
1147,21,San Francisco,CA,California,6,881549,2020,7,15,4699,56,533.0,10.1,-0.586,-0.271,-.176,-0.6609999999999999,-0.534,0.22399999999999998,-0.263,715
1348,25,Boston,MA,Massachusetts,25,803907,2020,7,15,20411,25,2539.0,5.17,-0.379,-0.151,.446,-0.61,-0.44,0.13699999999999998,-0.155,715
1549,28,Denver,CO,Colorado,8,727211,2020,7,15,8098,87,1114.0,10.5,-0.27,-0.0343,.356,-0.47700000000000004,-0.373,0.0957,-0.109,715
1750,38,Miami,FL,Florida,12,2716940,2020,7,15,72316,2514,2662.0,96.4,-0.319,-0.154,-.484,-0.54,-0.337,0.149,-0.182,715
1951,48,Honolulu,HI,Hawaii,15,974563,2020,7,15,986,26,101.0,2.61,-0.301,-0.156,-.257,-0.544,-0.306,0.12300000000000001,-0.147,715
141,1,Los Angeles,CA,California,6,10039107,2020,7,14,140307,4178,1398.0,28.1,-0.311,-0.0971,-.08,-0.397,-0.35100000000000003,0.134,-0.162,714
342,2,New York City,NY,New York,36,8336817,2020,7,14,224293,316,2690.0,3.66,-0.34299999999999997,-0.0862,.526,-0.45299999999999996,-0.423,0.13699999999999998,-0.156,714
543,7,Dallas,TX,Texas,48,2635516,2020,7,14,35914,1000,1363.0,42.2,-0.20600000000000002,-0.0786,.0643,-0.33,-0.353,0.113,-0.134,714
744,9,Seattle,WA,Washington,53,2252782,2020,7,14,12246,145,544.0,6.58,-0.28300000000000003,-0.11,.781,-0.49,-0.45399999999999996,0.15,-0.172,714
945,13,Detroit,MI,Michigan,26,1749343,2020,7,14,24294,194,1389.0,6.82,-0.0786,-0.0414,.,-0.299,-0.33,0.0686,-0.0725,714
1146,21,San Francisco,CA,California,6,881549,2020,7,14,4643,50,527.0,10.0,-0.586,-0.27,-.166,-0.66,-0.534,0.22399999999999998,-0.263,714
1347,25,Boston,MA,Massachusetts,25,803907,2020,7,14,20386,44,2536.0,6.01,-0.384,-0.151,.426,-0.611,-0.441,0.14,-0.159,714
1548,28,Denver,CO,Colorado,8,727211,2020,7,14,8011,59,1102.0,10.5,-0.271,-0.03,.351,-0.474,-0.374,0.0957,-0.109,714
1749,38,Miami,FL,Florida,12,2716940,2020,7,14,69802,2090,2569.0,98.6,-0.317,-0.153,-.48,-0.536,-0.336,0.147,-0.18100000000000002,714
1950,48,Honolulu,HI,Hawaii,15,974563,2020,7,14,960,18,98.5,2.52,-0.304,-0.153,-.261,-0.5429999999999999,-0.307,0.12300000000000001,-0.147,714
140,1,Los Angeles,CA,California,6,10039107,2020,7,13,136129,2580,1356.0,27.8,-0.31,-0.0957,-.0786,-0.39299999999999996,-0.35100000000000003,0.134,-0.162,713
341,2,New York City,NY,New York,36,8336817,2020,7,13,223977,252,2687.0,3.59,-0.348,-0.0852,.489,-0.45399999999999996,-0.425,0.138,-0.157,713
542,7,Dallas,TX,Texas,48,2635516,2020,7,13,34914,1114,1325.0,42.6,-0.207,-0.0786,.0671,-0.327,-0.354,0.114,-0.136,713
743,9,Seattle,WA,Washington,53,2252782,2020,7,13,12101,154,537.0,6.08,-0.287,-0.113,.683,-0.491,-0.456,0.151,-0.17300000000000001,713
944,13,Detroit,MI,Michigan,26,1749343,2020,7,13,24100,80,1378.0,6.67,-0.0814,-0.0457,.,-0.299,-0.33299999999999996,0.07,-0.0739,713
1145,21,San Francisco,CA,California,6,881549,2020,7,13,4593,68,521.0,9.69,-0.586,-0.26899999999999996,-.157,-0.659,-0.536,0.22399999999999998,-0.263,713
1346,25,Boston,MA,Massachusetts,25,803907,2020,7,13,20342,41,2530.0,5.83,-0.381,-0.147,.473,-0.609,-0.44299999999999995,0.139,-0.157,713
1547,28,Denver,CO,Colorado,8,727211,2020,7,13,7952,50,1093.0,11.0,-0.271,-0.0243,.371,-0.469,-0.374,0.0957,-0.109,713
1748,38,Miami,FL,Florida,12,2716940,2020,7,13,67712,3269,2492.0,98.4,-0.313,-0.149,-.477,-0.531,-0.33399999999999996,0.147,-0.18100000000000002,713
1949,48,Honolulu,HI,Hawaii,15,974563,2020,7,13,942,19,96.7,2.81,-0.304,-0.147,-.261,-0.537,-0.306,0.121,-0.145,713
139,1,Los Angeles,CA,California,6,10039107,2020,7,12,133549,3307,1330.0,26.4,-0.311,-0.0957,-.0757,-0.391,-0.353,0.134,-0.162,712
340,2,New York City,NY,New York,36,8336817,2020,7,12,223725,343,2684.0,3.58,-0.358,-0.0981,.436,-0.45899999999999996,-0.428,0.14,-0.159,712
541,7,Dallas,TX,Texas,48,2635516,2020,7,12,33800,1174,1282.0,43.1,-0.207,-0.0786,.0643,-0.327,-0.359,0.11699999999999999,-0.139,712
742,9,Seattle,WA,Washington,53,2252782,2020,7,12,11947,174,530.0,5.9,-0.289,-0.113,.656,-0.49,-0.45899999999999996,0.151,-0.17300000000000001,712
943,13,Detroit,MI,Michigan,26,1749343,2020,7,12,24020,98,1373.0,6.65,-0.0843,-0.0486,.,-0.299,-0.33899999999999997,0.0714,-0.0756,712
1144,21,San Francisco,CA,California,6,881549,2020,7,12,4525,96,513.0,10.7,-0.583,-0.263,-.141,-0.657,-0.537,0.221,-0.26,712
1345,25,Boston,MA,Massachusetts,25,803907,2020,7,12,20301,29,2525.0,5.62,-0.379,-0.14400000000000002,.509,-0.606,-0.446,0.13699999999999998,-0.156,712
1546,28,Denver,CO,Colorado,8,727211,2020,7,12,7902,70,1087.0,11.0,-0.27,-0.0229,.38,-0.467,-0.377,0.0957,-0.109,712
1747,38,Miami,FL,Florida,12,2716940,2020,7,12,64443,3576,2372.0,91.7,-0.31,-0.149,-.487,-0.531,-0.33399999999999996,0.147,-0.18100000000000002,712
1948,48,Honolulu,HI,Hawaii,15,974563,2020,7,12,923,18,94.7,2.62,-0.3,-0.14,-.253,-0.534,-0.311,0.121,-0.145,712
138,1,Los Angeles,CA,California,6,10039107,2020,7,11,130242,2884,1297.0,23.8,-0.311,-0.1,-.0757,-0.389,-0.349,0.134,-0.162,711
339,2,New York City,NY,New York,36,8336817,2020,7,11,223382,304,2679.0,3.4,-0.36700000000000005,-0.105,.374,-0.465,-0.426,0.14400000000000002,-0.16699999999999998,711
540,7,Dallas,TX,Texas,48,2635516,2020,7,11,32626,1101,1238.0,42.5,-0.21100000000000002,-0.0814,.0743,-0.327,-0.354,0.11699999999999999,-0.139,711
741,9,Seattle,WA,Washington,53,2252782,2020,7,11,11773,139,523.0,6.26,-0.293,-0.114,.656,-0.49,-0.456,0.151,-0.17300000000000001,711
942,13,Detroit,MI,Michigan,26,1749343,2020,7,11,23922,87,1367.0,6.33,-0.0814,-0.0429,.,-0.297,-0.33299999999999996,0.0714,-0.0756,711
1143,21,San Francisco,CA,California,6,881549,2020,7,11,4429,110,502.0,10.5,-0.59,-0.267,-.151,-0.654,-0.531,0.221,-0.26,711
1344,25,Boston,MA,Massachusetts,25,803907,2020,7,11,20272,44,2522.0,5.33,-0.39399999999999996,-0.161,.387,-0.617,-0.446,0.14300000000000002,-0.16699999999999998,711
1545,28,Denver,CO,Colorado,8,727211,2020,7,11,7832,73,1077.0,10.1,-0.271,-0.0271,.38,-0.473,-0.374,0.0957,-0.109,711
1746,38,Miami,FL,Florida,12,2716940,2020,7,11,60867,2527,2240.0,84.9,-0.309,-0.151,-.481,-0.527,-0.327,0.14400000000000002,-0.175,711
1947,48,Honolulu,HI,Hawaii,15,974563,2020,7,11,905,38,92.9,2.71,-0.299,-0.14,-.246,-0.534,-0.311,0.121,-0.145,711
137,1,Los Angeles,CA,California,6,10039107,2020,7,10,127358,2620,1269.0,24.3,-0.31,-0.10300000000000001,-.0657,-0.384,-0.34700000000000003,0.133,-0.16,710
338,2,New York City,NY,New York,36,8336817,2020,7,10,223078,355,2676.0,3.51,-0.379,-0.11599999999999999,.365,-0.46799999999999997,-0.43200000000000005,0.145,-0.16899999999999998,710
539,7,Dallas,TX,Texas,48,2635516,2020,7,10,31525,1164,1196.0,42.6,-0.21100000000000002,-0.08,.0914,-0.32299999999999995,-0.353,0.11599999999999999,-0.13699999999999998,710
740,9,Seattle,WA,Washington,53,2252782,2020,7,10,11634,146,516.0,5.79,-0.3,-0.11900000000000001,.569,-0.496,-0.46,0.154,-0.17800000000000002,710
941,13,Detroit,MI,Michigan,26,1749343,2020,7,10,23835,110,1363.0,6.18,-0.08,-0.0429,.,-0.3,-0.33899999999999997,0.0729,-0.0781,710
1142,21,San Francisco,CA,California,6,881549,2020,7,10,4319,171,490.0,9.67,-0.597,-0.273,-.171,-0.653,-0.536,0.223,-0.262,710
1343,25,Boston,MA,Massachusetts,25,803907,2020,7,10,20228,56,2516.0,5.19,-0.40399999999999997,-0.16699999999999998,.33,-0.623,-0.449,0.14400000000000002,-0.17,710
1544,28,Denver,CO,Colorado,8,727211,2020,7,10,7759,108,1067.0,9.37,-0.271,-0.0286,.404,-0.473,-0.374,0.0957,-0.109,710
1745,38,Miami,FL,Florida,12,2716940,2020,7,10,58340,2380,2147.0,84.3,-0.3,-0.147,-.457,-0.516,-0.32299999999999995,0.14,-0.16699999999999998,710
1946,48,Honolulu,HI,Hawaii,15,974563,2020,7,10,867,25,89.0,2.43,-0.29600000000000004,-0.141,-.234,-0.536,-0.314,0.12,-0.14300000000000002,710
136,1,Los Angeles,CA,California,6,10039107,2020,7,9,124738,1734,1243.0,24.3,-0.31,-0.107,-.0629,-0.381,-0.34600000000000003,0.131,-0.158,79
337,2,New York City,NY,New York,36,8336817,2020,7,9,222723,279,2672.0,3.69,-0.36200000000000004,-0.0885,.508,-0.456,-0.42700000000000005,0.138,-0.163,79
538,7,Dallas,TX,Texas,48,2635516,2020,7,9,30361,1201,1152.0,42.1,-0.21100000000000002,-0.0771,.0986,-0.32,-0.35,0.11599999999999999,-0.13699999999999998,79
739,9,Seattle,WA,Washington,53,2252782,2020,7,9,11488,167,510.0,5.64,-0.304,-0.121,.567,-0.494,-0.461,0.154,-0.17800000000000002,79
940,13,Detroit,MI,Michigan,26,1749343,2020,7,9,23725,104,1356.0,5.8,-0.0729,-0.0329,.,-0.29100000000000004,-0.337,0.07,-0.0754,79
1141,21,San Francisco,CA,California,6,881549,2020,7,9,4148,74,471.0,6.9,-0.601,-0.276,-.169,-0.6509999999999999,-0.536,0.22399999999999998,-0.264,79
1342,25,Boston,MA,Massachusetts,25,803907,2020,7,9,20172,52,2509.0,4.98,-0.406,-0.16699999999999998,.369,-0.624,-0.449,0.14400000000000002,-0.17,79
1543,28,Denver,CO,Colorado,8,727211,2020,7,9,7651,88,1052.0,8.31,-0.27699999999999997,-0.04,.369,-0.474,-0.373,0.0971,-0.11,79
1744,38,Miami,FL,Florida,12,2716940,2020,7,9,55960,1987,2060.0,82.5,-0.293,-0.141,-.439,-0.51,-0.317,0.13699999999999998,-0.165,79
1945,48,Honolulu,HI,Hawaii,15,974563,2020,7,9,842,34,86.4,2.43,-0.294,-0.141,-.229,-0.536,-0.314,0.12,-0.14300000000000002,79
135,1,Los Angeles,CA,California,6,10039107,2020,7,8,123004,2465,1225.0,24.9,-0.304,-0.0986,-.06,-0.376,-0.34700000000000003,0.129,-0.155,78
336,2,New York City,NY,New York,36,8336817,2020,7,8,222444,288,2668.0,3.94,-0.35600000000000004,-0.0823,.512,-0.455,-0.42700000000000005,0.13699999999999998,-0.161,78
537,7,Dallas,TX,Texas,48,2635516,2020,7,8,29160,1029,1106.0,39.5,-0.204,-0.07,.0814,-0.316,-0.35100000000000003,0.114,-0.135,78
738,9,Seattle,WA,Washington,53,2252782,2020,7,8,11321,113,503.0,6.11,-0.297,-0.11,.563,-0.491,-0.46299999999999997,0.151,-0.175,78
939,13,Detroit,MI,Michigan,26,1749343,2020,7,8,23621,162,1350.0,6.06,-0.06,-0.0171,.,-0.28300000000000003,-0.33899999999999997,0.0671,-0.0725,78
1140,21,San Francisco,CA,California,6,881549,2020,7,8,4074,51,462.0,6.85,-0.597,-0.26899999999999996,-.167,-0.65,-0.536,0.22,-0.26,78
1341,25,Boston,MA,Massachusetts,25,803907,2020,7,8,20120,72,2503.0,4.74,-0.397,-0.157,.384,-0.62,-0.449,0.141,-0.16699999999999998,78
1542,28,Denver,CO,Colorado,8,727211,2020,7,8,7563,86,1040.0,8.13,-0.27,-0.0329,.364,-0.474,-0.374,0.0943,-0.107,78
1743,38,Miami,FL,Florida,12,2716940,2020,7,8,53973,2916,1987.0,84.2,-0.284,-0.139,-.436,-0.507,-0.316,0.134,-0.162,78
1944,48,Honolulu,HI,Hawaii,15,974563,2020,7,8,808,20,82.9,2.18,-0.284,-0.127,-.217,-0.531,-0.316,0.11900000000000001,-0.141,78
134,1,Los Angeles,CA,California,6,10039107,2020,7,7,120539,3969,1201.0,24.2,-0.299,-0.0971,-.0629,-0.373,-0.34600000000000003,0.127,-0.154,77
335,2,New York City,NY,New York,36,8336817,2020,7,7,222156,274,2665.0,3.96,-0.353,-0.0821,.514,-0.455,-0.42700000000000005,0.13699999999999998,-0.161,77
536,7,Dallas,TX,Texas,48,2635516,2020,7,7,28131,1077,1067.0,36.8,-0.19899999999999998,-0.0629,.0814,-0.311,-0.35,0.113,-0.134,77
737,9,Seattle,WA,Washington,53,2252782,2020,7,7,11208,66,498.0,6.4,-0.297,-0.109,.491,-0.493,-0.46299999999999997,0.151,-0.175,77
938,13,Detroit,MI,Michigan,26,1749343,2020,7,7,23459,176,1341.0,5.46,-0.0486,-0.0042899999999999995,.,-0.27699999999999997,-0.337,0.0643,-0.0693,77
1139,21,San Francisco,CA,California,6,881549,2020,7,7,4023,28,456.0,6.76,-0.596,-0.263,-.173,-0.649,-0.536,0.21899999999999997,-0.258,77
1340,25,Boston,MA,Massachusetts,25,803907,2020,7,7,20048,34,2494.0,4.07,-0.39399999999999996,-0.156,.371,-0.62,-0.449,0.14,-0.165,77
1541,28,Denver,CO,Colorado,8,727211,2020,7,7,7477,85,1028.0,7.58,-0.264,-0.0314,.364,-0.473,-0.373,0.0929,-0.105,77
1742,38,Miami,FL,Florida,12,2716940,2020,7,7,51057,2066,1879.0,74.9,-0.27699999999999997,-0.13699999999999998,-.43,-0.507,-0.313,0.133,-0.16,77
1943,48,Honolulu,HI,Hawaii,15,974563,2020,7,7,788,38,80.9,1.99,-0.27899999999999997,-0.12300000000000001,-.21,-0.53,-0.313,0.11699999999999999,-0.14,77
133,1,Los Angeles,CA,California,6,10039107,2020,7,6,116570,1577,1161.0,22.5,-0.29600000000000004,-0.1,-.0643,-0.374,-0.34299999999999997,0.126,-0.152,76
334,2,New York City,NY,New York,36,8336817,2020,7,6,221882,245,2661.0,3.79,-0.354,-0.0878,.505,-0.457,-0.426,0.138,-0.162,76
535,7,Dallas,TX,Texas,48,2635516,2020,7,6,27054,1214,1027.0,34.2,-0.19399999999999998,-0.0614,.0857,-0.311,-0.34600000000000003,0.11,-0.131,76
736,9,Seattle,WA,Washington,53,2252782,2020,7,6,11142,126,495.0,6.79,-0.297,-0.11,.469,-0.49700000000000005,-0.46,0.151,-0.175,76
937,13,Detroit,MI,Michigan,26,1749343,2020,7,6,23283,77,1331.0,4.88,-0.04,0.00286,.,-0.27699999999999997,-0.33299999999999996,0.0629,-0.0679,76
1138,21,San Francisco,CA,California,6,881549,2020,7,6,3995,131,453.0,6.98,-0.596,-0.264,-.173,-0.649,-0.5329999999999999,0.217,-0.257,76
1339,25,Boston,MA,Massachusetts,25,803907,2020,7,6,20014,29,2490.0,3.89,-0.4,-0.163,.299,-0.629,-0.447,0.14300000000000002,-0.168,76
1540,28,Denver,CO,Colorado,8,727211,2020,7,6,7392,48,1016.0,6.42,-0.259,-0.0329,.373,-0.47700000000000004,-0.369,0.0914,-0.10400000000000001,76
1741,38,Miami,FL,Florida,12,2716940,2020,7,6,48991,1981,1803.0,72.4,-0.27399999999999997,-0.139,-.426,-0.509,-0.309,0.131,-0.159,76
1942,48,Honolulu,HI,Hawaii,15,974563,2020,7,6,750,6,77.0,1.64,-0.276,-0.12,-.204,-0.5329999999999999,-0.31,0.11699999999999999,-0.14,76
132,1,Los Angeles,CA,California,6,10039107,2020,7,5,114993,1496,1145.0,24.3,-0.303,-0.113,-.0843,-0.38,-0.349,0.127,-0.155,75
333,2,New York City,NY,New York,36,8336817,2020,7,5,221637,242,2659.0,3.69,-0.35,-0.0877,.556,-0.455,-0.429,0.133,-0.154,75
534,7,Dallas,TX,Texas,48,2635516,2020,7,5,25840,1062,980.0,30.8,-0.201,-0.0729,.0843,-0.313,-0.349,0.107,-0.129,75
735,9,Seattle,WA,Washington,53,2252782,2020,7,5,11016,230,489.0,7.06,-0.301,-0.121,.499,-0.5,-0.46299999999999997,0.149,-0.168,75
936,13,Detroit,MI,Michigan,26,1749343,2020,7,5,23206,59,1327.0,4.58,-0.0514,-0.0114,.,-0.281,-0.341,0.0629,-0.0679,75
1137,21,San Francisco,CA,California,6,881549,2020,7,5,3864,80,438.0,5.66,-0.597,-0.27,-.179,-0.654,-0.537,0.21600000000000003,-0.252,75
1338,25,Boston,MA,Massachusetts,25,803907,2020,7,5,19985,13,2486.0,3.38,-0.401,-0.16699999999999998,.307,-0.626,-0.447,0.141,-0.161,75
1539,28,Denver,CO,Colorado,8,727211,2020,7,5,7344,25,1010.0,6.62,-0.267,-0.0443,.369,-0.48,-0.371,0.09,-0.102,75
1740,38,Miami,FL,Florida,12,2716940,2020,7,5,47010,2282,1730.0,69.9,-0.281,-0.151,-.44,-0.514,-0.313,0.131,-0.161,75
1941,48,Honolulu,HI,Hawaii,15,974563,2020,7,5,744,24,76.3,1.58,-0.28,-0.12300000000000001,-.219,-0.537,-0.307,0.11599999999999999,-0.138,75
131,1,Los Angeles,CA,California,6,10039107,2020,7,4,113497,3187,1131.0,25.8,-0.319,-0.10300000000000001,-.0943,-0.387,-0.363,0.13,-0.16,74
332,2,New York City,NY,New York,36,8336817,2020,7,4,221395,367,2656.0,3.83,-0.355,-0.0853,.662,-0.457,-0.433,0.134,-0.156,74
533,7,Dallas,TX,Texas,48,2635516,2020,7,4,24778,1103,940.0,28.1,-0.213,-0.0657,.0971,-0.32,-0.366,0.11,-0.133,74
734,9,Seattle,WA,Washington,53,2252782,2020,7,4,10786,65,479.0,6.12,-0.317,-0.113,.573,-0.506,-0.47100000000000003,0.15,-0.172,74
935,13,Detroit,MI,Michigan,26,1749343,2020,7,4,23147,69,1323.0,4.44,-0.07,-0.00143,.,-0.281,-0.353,0.0643,-0.0704,74
1136,21,San Francisco,CA,California,6,881549,2020,7,4,3784,62,429.0,5.07,-0.603,-0.27399999999999997,-.159,-0.6559999999999999,-0.54,0.21899999999999997,-0.258,74
1337,25,Boston,MA,Massachusetts,25,803907,2020,7,4,19972,36,2484.0,3.7,-0.419,-0.179,.303,-0.636,-0.46,0.146,-0.171,74
1538,28,Denver,CO,Colorado,8,727211,2020,7,4,7319,37,1006.0,7.31,-0.28300000000000003,-0.0429,.354,-0.493,-0.381,0.0929,-0.107,74
1739,38,Miami,FL,Florida,12,2716940,2020,7,4,44728,2418,1646.0,69.2,-0.29,-0.14400000000000002,-.434,-0.519,-0.32299999999999995,0.133,-0.163,74
1940,48,Honolulu,HI,Hawaii,15,974563,2020,7,4,720,19,73.9,1.57,-0.297,-0.127,-.231,-0.547,-0.319,0.12,-0.146,74
130,1,Los Angeles,CA,California,6,10039107,2020,7,3,110310,2643,1099.0,24.3,-0.287,-0.0814,-.0586,-0.376,-0.366,0.131,-0.158,73
331,2,New York City,NY,New York,36,8336817,2020,7,3,221028,461,2651.0,3.82,-0.342,-0.0716,.501,-0.46,-0.43700000000000006,0.14,-0.16399999999999998,73
532,7,Dallas,TX,Texas,48,2635516,2020,7,3,23675,1085,898.0,25.2,-0.18600000000000003,-0.0443,.109,-0.31,-0.366,0.11,-0.13,73
733,9,Seattle,WA,Washington,53,2252782,2020,7,3,10721,123,476.0,6.49,-0.293,-0.0986,.451,-0.507,-0.47600000000000003,0.154,-0.17800000000000002,73
934,13,Detroit,MI,Michigan,26,1749343,2020,7,3,23078,63,1319.0,4.7,-0.0286,0.0286,.,-0.276,-0.354,0.0671,-0.07200000000000001,73
1135,21,San Francisco,CA,California,6,881549,2020,7,3,3722,0,422.0,5.17,-0.593,-0.259,-.153,-0.653,-0.5429999999999999,0.21600000000000003,-0.255,73
1336,25,Boston,MA,Massachusetts,25,803907,2020,7,3,19936,44,2480.0,4.07,-0.40299999999999997,-0.16,.19,-0.637,-0.46299999999999997,0.149,-0.174,73
1537,28,Denver,CO,Colorado,8,727211,2020,7,3,7282,54,1001.0,7.48,-0.253,-0.0143,.429,-0.484,-0.387,0.0914,-0.10400000000000001,73
1738,38,Miami,FL,Florida,12,2716940,2020,7,3,42310,2046,1557.0,63.7,-0.26899999999999996,-0.126,-.423,-0.514,-0.33,0.136,-0.162,73
1939,48,Honolulu,HI,Hawaii,15,974563,2020,7,3,701,25,71.9,1.36,-0.271,-0.11,-.196,-0.546,-0.34600000000000003,0.126,-0.14800000000000002,73
129,1,Los Angeles,CA,California,6,10039107,2020,7,2,107667,2160,1072.0,23.1,-0.294,-0.10400000000000001,-.0629,-0.373,-0.33899999999999997,0.126,-0.152,72
330,2,New York City,NY,New York,36,8336817,2020,7,2,220567,424,2646.0,3.66,-0.348,-0.08,.551,-0.45399999999999996,-0.42200000000000004,0.13699999999999998,-0.161,72
531,7,Dallas,TX,Texas,48,2635516,2020,7,2,22590,708,857.0,22.0,-0.193,-0.0614,.11,-0.307,-0.33899999999999997,0.106,-0.126,72
732,9,Seattle,WA,Washington,53,2252782,2020,7,2,10598,240,470.0,6.24,-0.299,-0.113,.47,-0.5,-0.456,0.153,-0.177,72
933,13,Detroit,MI,Michigan,26,1749343,2020,7,2,23015,136,1316.0,4.4,-0.0343,0.0071400000000000005,.,-0.27699999999999997,-0.326,0.0629,-0.0679,72
1134,21,San Francisco,CA,California,6,881549,2020,7,2,3722,71,422.0,6.84,-0.597,-0.266,-.166,-0.649,-0.53,0.21899999999999997,-0.258,72
1335,25,Boston,MA,Massachusetts,25,803907,2020,7,2,19892,39,2474.0,4.05,-0.41,-0.17300000000000001,.219,-0.634,-0.444,0.147,-0.17300000000000001,72
1536,28,Denver,CO,Colorado,8,727211,2020,7,2,7228,79,994.0,7.72,-0.259,-0.0343,.383,-0.48,-0.361,0.09,-0.102,72
1737,38,Miami,FL,Florida,12,2716940,2020,7,2,40264,2304,1482.0,61.0,-0.273,-0.139,-.409,-0.506,-0.303,0.129,-0.155,72
1938,48,Honolulu,HI,Hawaii,15,974563,2020,7,2,676,17,69.4,1.19,-0.27899999999999997,-0.124,-.209,-0.537,-0.301,0.11599999999999999,-0.138,72
128,1,Los Angeles,CA,California,6,10039107,2020,7,1,105507,1978,1051.0,22.8,-0.301,-0.11599999999999999,-.0643,-0.376,-0.336,0.127,-0.154,71
329,2,New York City,NY,New York,36,8336817,2020,7,1,220143,299,2641.0,3.52,-0.361,-0.0896,.53,-0.45799999999999996,-0.423,0.141,-0.166,71
530,7,Dallas,TX,Texas,48,2635516,2020,7,1,21882,544,830.0,20.3,-0.19699999999999998,-0.0686,.133,-0.309,-0.33399999999999996,0.106,-0.126,71
731,9,Seattle,WA,Washington,53,2252782,2020,7,1,10358,160,460.0,5.42,-0.307,-0.121,.546,-0.5,-0.45399999999999996,0.154,-0.17800000000000002,71
932,13,Detroit,MI,Michigan,26,1749343,2020,7,1,22879,88,1308.0,4.34,-0.0429,-0.00571,.,-0.284,-0.32299999999999995,0.0643,-0.0693,71
1133,21,San Francisco,CA,California,6,881549,2020,7,1,3651,45,414.0,6.47,-0.604,-0.27699999999999997,-.174,-0.6509999999999999,-0.529,0.22399999999999998,-0.264,71
